ID	CODIGO	DESCRIPCION	CODIGO GENERICO	CODIGO VINCULADO	LINEA	SUBLINEA	GRUPO	FAMILIA	SUBFAMILIA	CATEGORIA	TIPO	MARCA	MODELO	CAT MANAGEMENT	Estatus	CTV	PVP	RENTABILIDAD	RENTABILID PROY	VEL EFECT	SERVICIO	PROVEEDOR	PERFIL	T REP	F REP	BUFFER	INV PROVEEDOR	INV FISICO	CONS BUFF	COLOR	INV TRANSITO	NEGOCIACIÓN	PRODUCCIÓN	EMBARCADO	COMPROMETIDO	BACKORDER	INV PROYECTADO	CONSUMO INV PROY	COLOR1	PEDIDO MIN	PEDIDO MIN GRUPO	UNIDAD EMPAQUE	PEDIDO PROMEDIO	COBERT BUFFER	COBERT INV PROY	COBERT PEDID MIN	DIAS DESABASTECIM	ULT TRANSFER INI	ULT TRANSFER FIN	Columna1	Columna2	Columna3	Columna4	Columna5	Columna6	REQUERIM	REQ TOTAL	PO	EMBARQUES	Emb1	Emb2	Emb3	Emb4	Emb5	OBSERVACIONES	TAMAÑO RELATIVO	DESPACHO	RECIBIDO	TRANSITO	OBSERVACIONES DESPACHOS	OBSERVACIONES RECEPCIONES	TIPO TRANSF	Error Pedid Min Grupo	Color Proyectado	ZONA AMARILLA	ZONA ROJA
12	71421017	COMPONENTE FEM OXINIUM GENESIS II IZQ 7	0	0	0	0	0	0	COMPONENTE FEMORAL OXINIUM (IZQUIERDO Y	0	0	SMITH & NEPHEW	0	0	0	1206.52	2568.51	0	18.06	0	1	Bodega ECU	Clientes	1	2	5	1000000000	0	1	N	0	0	0	0	0	0	0	1	N	0	0	0	3	0	0	0	7	0	0	0	0	0	0	0	0	5	5			5	0	0	0	0		1.666666667			5			N	0	V	3	2
12	71421112	COMPONENTE FEM OXINIUM GENESIS II DER	0	0	0	0	0	0	COMPONENTE FEMORAL OXINIUM (IZQUIERDO Y	0	0	SMITH & NEPHEW	0	0	0	1162.3	2568.51	0	19.36	0	1	Bodega ECU	Clientes	1	2	4	1000000000	0	1	N	0	0	0	0	0	0	0	1	N	0	0	0	3	0	0	0	7	0	0	0	0	0	0	0	0	4	4			4	0	0	0	0		1.333333333			4			N	0	V	3	1
12	71421113	COMPONENTE FEM OXINIUM GENESIS II DER 3	0	0	0	0	0	0	COMPONENTE FEMORAL OXINIUM (IZQUIERDO Y	0	0	SMITH & NEPHEW	0	0	0	1203.09	2568.51	0	18.16	0	1	Bodega ECU	Clientes	1	2	6	1000000000	0	1	N	0	0	0	0	0	0	0	1	N	0	0	0	4	0	0	0	7	0	0	0	0	0	0	0	0	6	6			6	0	0	0	0		1.5			6			N	0	V	4	2
12	71421114	COMPONENTE FEM OXINIUM GENESIS II DER 4	0	0	0	0	0	0	COMPONENTE FEMORAL OXINIUM (IZQUIERDO Y	0	0	SMITH & NEPHEW	0	0	0	1192.49	2568.51	0	18.46	0	1	Bodega ECU	Clientes	1	2	6	1000000000	0	1	N	0	0	0	0	0	0	0	1	N	0	0	0	4	0	0	0	7	0	0	0	0	0	0	0	0	6	6			6	0	0	0	0		1.5			6			N	0	V	4	2
12	71421115	COMPONENTE FEM OXINIUM GENESIS II DER 5	0	0	0	0	0	0	COMPONENTE FEMORAL OXINIUM (IZQUIERDO Y	0	0	SMITH & NEPHEW	0	0	0	1176.57	2568.51	0	18.93	0	1	Bodega ECU	Clientes	1	2	6	1000000000	0	1	N	0	0	0	0	0	0	0	1	N	0	0	0	4	0	0	0	7	0	0	0	0	0	0	0	0	6	6			6	0	0	0	0		1.5			6			N	0	V	4	2
12	71421116	COMPONENTE FEM OXINIUM GENESIS II DER 6	0	0	0	0	0	0	COMPONENTE FEMORAL OXINIUM (IZQUIERDO Y	0	0	SMITH & NEPHEW	0	0	0	1189.26	2568.51	0	18.56	0	1	Bodega ECU	Clientes	1	2	5	1000000000	0	1	N	0	0	0	0	0	0	0	1	N	0	0	0	3	0	0	0	7	0	0	0	0	0	0	0	0	5	5			5	0	0	0	0		1.666666667			5			N	0	V	3	2
12	71421117	COMPONENTE FEM OXINIUM GENESIS II DER 7	0	0	0	0	0	0	COMPONENTE FEMORAL OXINIUM (IZQUIERDO Y	0	0	SMITH & NEPHEW	0	0	0	1194.01	2568.51	0	18.42	0	1	Bodega ECU	Clientes	1	2	5	1000000000	0	1	N	0	0	0	0	0	0	0	1	N	0	0	0	3	0	0	0	7	0	0	0	0	0	0	0	0	5	5			5	0	0	0	0		1.666666667			5			N	0	V	3	2
12	71421141	Cuña Tibial Hemi Recta Izq Medial/Der La	0	0	0	0	0	0	Cuñas Tibiales	0	0	SMITH & NEPHEW	0	0	0	347.06	2	0	-15.91	0	1	Bodega ECU	Clientes	1	2	1	1000000000	0	1	N	0	0	0	0	0	0	0	1	N	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	1	1			1	0	0	0	0		1			1			N	0	A	1	0.5
12	71421142	Cuña Tibial Hemi Recta Izq Medial/Der La	0	0	0	0	0	0	Cuñas Tibiales	0	0	SMITH & NEPHEW	0	0	0	340.51	2	0	-15.91	0	1	Bodega ECU	Clientes	1	2	1	1000000000	0	1	N	0	0	0	0	0	0	0	1	N	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	1	1			1	0	0	0	0		1			1			N	0	A	1	0.5
12	71421143	Cuña Tibial Hemi Recta Izq Medial/Der La	0	0	0	0	0	0	Cuñas Tibiales	0	0	SMITH & NEPHEW	0	0	0	340.51	2	0	-15.91	0	1	Bodega ECU	Clientes	1	2	1	1000000000	0	1	N	0	0	0	0	0	0	0	1	N	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	1	1			1	0	0	0	0		1			1			N	0	A	1	0.5
