COD_EMPRESA	HOJA CB	Numero Fila	BODEGA	CODIGO	Posponer BUF	Posponer RED	Posponer GDB	Proveedor	Perfil	Buff Min	Buff Max	PEDID Min	Redondeo Pedido Mínimo	PEDID Min Grupo	Unidad Empaque	Redondeo Unidad Empaque	Porc Aten	Impacto Faltante	Observaciones	Nuevo Buff Real	Buff Act	Ult Buffer	Buff Ant Estacion	Buff Estacional	Ingresos	Egresos	Calendario Estacional	Inicio Per	Fin Per	DUMMY_FIELD
1.90334E+11	CTJE.xlsm	97	BP-MATRIZ	06.150.0005	43333		43333	243 - 	243-T24-F12			300	Clasificación		1	=	1				1000	1300						43187	43313	
1.90334E+11	CTJE.xlsm	98	BP-MATRIZ	06.150.0004	43333		43070	243 - 	243-T24-F12			200	Clasificación		1	=	1				340	340						43249	43375	
1.90334E+11	CTJE.xlsm	99	BP-MATRIZ	06.150.0003	43333		43070	243 - 	243-T24-F12			200	Clasificación		1	=	1				500	500						43249	43375	
1.90334E+11	CTJE.xlsm	100	BP-MATRIZ	06.150.0002	43333		43139	243 - 	243-T24-F12			500	Clasificación		1	=	1				700	700						43249	43375	
1.90334E+11	CTJE.xlsm	101	BP-MATRIZ	06.141.0026				3558 - E	3558 - T20-F8			1	clasificación		1	=	1				35	0						43280	43427	
1.90334E+11	CTJE.xlsm	102	BP-MATRIZ	06.141.0025	43305		43088	3558 - E	3558 - T20-F8			22	Clasificación		1	=	1				65	0						43166	43313	
1.90334E+11	CTJE.xlsm	103	BP-MATRIZ	06.141.0024	43363		43305	3558 - E	3558 - T20-F8			260	Clasificación		1	=	1				100	325						43307	43454	
1.90334E+11	CTJE.xlsm	104	BP-MATRIZ	06.141.0023				3552 - RI	3552 - T21-F8			1	clasificación		1	=	1				70	0						43280	43434	
1.90334E+11	CTJE.xlsm	105	BP-MATRIZ	06.141.0022	43305		43081	3552 - RI	3552 - T21-F8			1	Clasificación		1	=	1				300	247						43159	43313	
1.90334E+11	CTJE.xlsm	106	BP-MATRIZ	06.141.0021	43305		43116	3552 - RI	3552 - T21-F8			100	Clasificación		1	=	1				110	180						43307	43461	
1.90334E+11	CTJE.xlsm	107	BP-MATRIZ	06.141.0019	43333		43166	243 - 	243-T24-F12			1000	Clasificación		1	=	1				3200	3200						43249	43375	
1.90334E+11	CTJE.xlsm	108	BP-MATRIZ	06.141.0018	43333		42993	243 - 	243-T24-F12			80	Clasificación		1	=	1				300	300						43249	43375	
1.90334E+11	CTJE.xlsm	109	BP-MATRIZ	06.141.0017	43333		43081	243 - 	243-T24-F12			50	Clasificación		1	=	1				360	360						43249	43375	
1.90334E+11	CTJE.xlsm	110	BP-MATRIZ	06.141.0016	43333		43333	243 - 	243-T24-F12			300	Clasificación		1	=	1				400	600						43249	43375	
1.90334E+11	CTJE.xlsm	111	BP-MATRIZ	06.141.0015	43333			243 - 	243-T24-F12			30	Clasificación		1	=	1				300	0						43249	43375	
1.90334E+11	CTJE.xlsm	112	BP-MATRIZ	06.141.0014	43333			3552 - RI	3552 - T21-F8			300	Clasificación		1	=	1				0	0						43249	43403	
1.90334E+11	CTJE.xlsm	113	BP-MATRIZ	06.141.0013	43305		43305	3558 - E	3558 - T20-F8			1	Clasificación		1	=	1				168	168						43249	43396	
1.90334E+11	CTJE.xlsm	114	BP-MATRIZ	06.141.0011	43333		43081	243 - 	243-T24-F12			100	Clasificación		1	=	1				400	400						43249	43375	
1.90334E+11	CTJE.xlsm	115	BP-MATRIZ	06.141.0010	43333		43333	243 - 	243-T24-F12			200	Clasificación		1	=	1				300	500						43249	43375	
1.90334E+11	CTJE.xlsm	116	BP-MATRIZ	06.141.0007	43333		43081	243 - 	243-T24-F12			300	Clasificación		1	=	1				1000	1000						43249	43375	
1.90334E+11	CTJE.xlsm	117	BP-MATRIZ	06.141.0006	43333		43081	243 - 	243-T24-F12			250	Clasificación		1	=	1				800	800						43249	43375	
1.90334E+11	CTJE.xlsm	118	BP-MATRIZ	06.141.0005	43333		43081	243 - 	243-T24-F12			1000	Clasificación		1	=	1				1430	1430						43249	43375	
1.90334E+11	CTJE.xlsm	119	BP-MATRIZ	06.141.0004	43305		42572	3558 - E	3558 - T20-F8			100	Clasificación		1	=	1				0	0						43249	43396	
1.90334E+11	CTJE.xlsm	120	BP-MATRIZ	06.141.0001	43333		43333	243 - 	243-T24-F12			500	Clasificación		1	=	1				600	600						43249	43375	
1.90334E+11	CTJE.xlsm	121	BP-MATRIZ	06.140.0012	43333			243 - 	243-T24-F12			50	Clasificación		1	=	1				200	0						43249	43375	
1.90334E+11	CTJE.xlsm	122	BP-MATRIZ	06.140.0007	43333			243 - 	243-T24-F12			30	Clasificación		1	=	1				200	0						43249	43375	
1.90334E+11	CTJE.xlsm	123	BP-MATRIZ	06.140.0006	43333		43080	243 - 	243-T24-F12			1	Clasificación		1	=	1				600	270						43187	43313	
1.90334E+11	CTJE.xlsm	124	BP-MATRIZ	06.140.0005	43333		43080	243 - 	243-T24-F12			200	Clasificación		1	=	1				315	315						43249	43375	
1.90334E+11	CTJE.xlsm	125	BP-MATRIZ	06.140.0004	43333		43081	243 - 	243-T24-F12			50	Clasificación		1	=	1				220	220						43249	43375	
1.90334E+11	CTJE.xlsm	126	BP-MATRIZ	06.140.0001	43333	42779	43080	243 - 	243-T24-F12			80	Clasificación		1	=	1				300	300						43249	43375	
1.90334E+11	CTJE.xlsm	127	BP-MATRIZ	06.137.0006	43333		43153	243 - 	243-T24-F12			1000	Clasificación		1	=	1				2500	2500						43249	43375	
1.90334E+11	CTJE.xlsm	128	BP-MATRIZ	06.137.0005	43333		43122	243 - 	243-T24-F12			500	Clasificación		1	=	1				600	600						43249	43375	
1.90334E+11	CTJE.xlsm	129	BP-MATRIZ	06.137.0003	43333		43333	243 - 	243-T24-F12			500	Clasificación		1	=	1				500	500						43249	43375	
1.90334E+11	CTJE.xlsm	130	BP-MATRIZ	06.137.0002	43333		43186	243 - 	243-T24-F12			3000	Clasificación		1	=	1				4000	4000						43249	43375	
1.90334E+11	CTJE.xlsm	131	BP-MATRIZ	06.137.0001	43333		42048	243 - 	243-T24-F12			500	Clasificación		1	=	1				0	0						43249	43375	
1.90334E+11	CTJE.xlsm	132	BP-MATRIZ	06.136.0001	43333		43070	243 - 	243-T24-F12			10000	Clasificación		1	=	1				9500	9500						43249	43375	
1.90334E+11	CTJE.xlsm	133	BP-MATRIZ	06.135.0009	43333		43070	243 - 	243-T24-F12			1	Clasificación		1	=	1				700	750						43187	43313	
1.90334E+11	CTJE.xlsm	134	BP-MATRIZ	06.135.0008	43333		43070	243 - 	243-T24-F12			1	Clasificación		1	=	1				600	800						43286	43412	
1.90334E+11	CTJE.xlsm	135	BP-MATRIZ	06.135.0007	43333		43070	243 - 	243-T24-F12			1	Clasificación		1	=	1				800	900						43286	43412	
1.90334E+11	CTJE.xlsm	136	BP-MATRIZ	06.135.0006	43305		43305	3557 - VA	3557 - T20-F8			1	Clasificación		1	=	1				1000	170						43166	43313	
1.90334E+11	CTJE.xlsm	137	BP-MATRIZ	06.135.0005	43305		43305	3552 - RI	3552 - T21-F8			1	Clasificación		1	=	1				725	49						43249	43403	
1.90334E+11	CTJE.xlsm	138	BP-MATRIZ	06.135.0004	43333		43140	243 - 	243-T24-F12			500	Clasificación		1	=	1				3500	3500						43249	43375	
1.90334E+11	CTJE.xlsm	139	BP-MATRIZ	06.135.0003	43333		43186	243 - 	243-T24-F12			500	Clasificación		1	=	1				3000	3000						43249	43375	
1.90334E+11	CTJE.xlsm	140	BP-MATRIZ	06.135.0002	43333	42751	43122	243 - 	243-T24-F12			2000	Clasificación		1	=	1				3000	3000						43249	43375	
1.90334E+11	CTJE.xlsm	141	BP-MATRIZ	06.135.0001	43305		43265	3552 - RI	3552 - T21-F8			1	Clasificación		1	=	1				250	96						43249	43403	
1.90334E+11	CTJE.xlsm	142	BP-MATRIZ	06.132.0003	43333		43116	243 - 	243-T24-F12			500	Clasificación		1	=	1				700	900						43187	43313	
1.90334E+11	CTJE.xlsm	143	BP-MATRIZ	06.131.0008	43333		43080	243 - 	243-T24-F12			50	Clasificación		1	=	1				60	54						43187	43313	
1.90334E+11	CTJE.xlsm	144	BP-MATRIZ	06.131.0004	43333			243 - 	243-T24-F12			1	Clasificación		1	=	1				0	0						43187	43313	
1.90334E+11	CTJE.xlsm	145	BP-MATRIZ	06.131.0003	43333			243 - 	243-T24-F12			1	Clasificación		1	=	1				0	0						43187	43313	
1.90334E+11	CTJE.xlsm	146	BP-MATRIZ	06.129.0004				243 - 	243-T24-F12			1	clasificación		1	=	1				360	0						43280	43406	
1.90334E+11	CTJE.xlsm	147	BP-MATRIZ	06.129.0003	43333		43080	243 - 	243-T24-F12			100	Clasificación		1	=	1				600	261						43187	43313	
1.90334E+11	CTJE.xlsm	148	BP-MATRIZ	06.129.0002	43333		43166	243 - 	243-T24-F12			100	Clasificación		1	=	1				400	400						43187	43313	
1.90334E+11	CTJE.xlsm	149	BP-MATRIZ	06.122.0002	43333		43080	243 - 	243-T24-F12			500	Clasificación		1	=	1				1200	1000						43249	43375	
1.90334E+11	CTJE.xlsm	150	BP-MATRIZ	06.122.0001	43333		43333	243 - 	243-T24-F12			300	Clasificación		1	=	1				280	280						43249	43375	
1.90334E+11	CTJE.xlsm	151	BP-MATRIZ	06.118.0002	43333		43091	243 - 	243-T24-F12			500	Clasificación		1	=	1				600	600						43249	43375	
1.90334E+11	CTJE.xlsm	152	BP-MATRIZ	06.118.0001	43333		43181	243 - 	243-T24-F12			200	Clasificación		1	=	1				460	460						43249	43375	
1.90334E+11	CTJE.xlsm	153	BP-MATRIZ	06.115.0017	43333		43333	243 - 	243-T24-F12			1	Clasificación		1	=	1				90	0						43187	43313	
1.90334E+11	CTJE.xlsm	154	BP-MATRIZ	06.115.0010	43333		43186	243 - 	243-T24-F12			100	Clasificación		1	=	1				400	400						43249	43375	
1.90334E+11	CTJE.xlsm	155	BP-MATRIZ	06.115.0009	43333		43154	243 - 	243-T24-F12			200	Clasificación		1	=	1				300	300						43249	43375	
1.90334E+11	CTJE.xlsm	156	BP-MATRIZ	06.115.0008	43333		43046	243 - 	243-T24-F12			200	Clasificación		1	=	1				270	270						43249	43375	
1.90334E+11	CTJE.xlsm	157	BP-MATRIZ	06.115.0007	43333		43186	243 - 	243-T24-F12			200	Clasificación		1	=	1				650	650						43249	43375	
1.90334E+11	CTJE.xlsm	158	BP-MATRIZ	06.115.0006	43333		43333	243 - 	243-T24-F12			50	Clasificación		1	=	1				320	320						43249	43375	
1.90334E+11	CTJE.xlsm	159	BP-MATRIZ	06.115.0005	43333		43122	243 - 	243-T24-F12			100	Clasificación		1	=	1				270	225						43249	43375	
1.90334E+11	CTJE.xlsm	160	BP-MATRIZ	06.115.0001	43333		43186	243 - 	243-T24-F12			200	Clasificación		1	=	1				650	650						43249	43375	
1.90334E+11	CTJE.xlsm	161	BP-MATRIZ	06.112.0002	43333		43116	243 - 	243-T24-F12			100	Clasificación		1	=	1				200	200						43249	43375	
1.90334E+11	CTJE.xlsm	162	BP-MATRIZ	06.112.0001	43333		43181	243 - 	243-T24-F12			1000	Clasificación		1	=	1				850	800						43249	43375	
1.90334E+11	CTJE.xlsm	163	BP-MATRIZ	06.108.0031				243 - 	243-T24-F12			1	clasificación		1	=	1				270	0						43280	43406	
1.90334E+11	CTJE.xlsm	164	BP-MATRIZ	06.108.0030				243 - 	243-T24-F12			1	clasificación		1	=	1				270	0						43280	43406	
1.90334E+11	CTJE.xlsm	165	BP-MATRIZ	06.108.0029				3552 - RI	3552 - T21-F8			1	clasificación		1	=	1				14	0						43280	43434	
1.90334E+11	CTJE.xlsm	166	BP-MATRIZ	06.108.0028	43305			3552 - RI	3552 - T21-F8			1	Clasificación		1	=	1				100	119						43307	43461	
1.90334E+11	CTJE.xlsm	167	BP-MATRIZ	06.108.0027	43305			3552 - RI	3552 - T21-F8			1	Clasificación		1	=	1				105	112						43159	43313	
1.90334E+11	CTJE.xlsm	168	BP-MATRIZ	06.108.0026	43333		43095	243 - 	243-T24-F12			1	Clasificación		1	=	1				100	600						43286	43412	
1.90334E+11	CTJE.xlsm	169	BP-MATRIZ	06.108.0025	43333		43333	243 - 	243-T24-F12			1	Clasificación		1	=	1				500	900						43187	43313	
1.90334E+11	CTJE.xlsm	170	BP-MATRIZ	06.108.0024	43333		43070	243 - 	243-T24-F12			1	Clasificación		1	=	1				800	300						43286	43412	
1.90334E+11	CTJE.xlsm	171	BP-MATRIZ	06.108.0023	43333		43070	243 - 	243-T24-F12			200	Clasificación		1	=	1				350	500						43187	43313	
1.90334E+11	CTJE.xlsm	172	BP-MATRIZ	06.108.0022	43333		43333	243 - 	243-T24-F12			1	Clasificación		1	=	1				350	500						43187	43313	
1.90334E+11	CTJE.xlsm	173	BP-MATRIZ	06.108.0021	43333		43333	243 - 	243-T24-F12			1	Clasificación		1	=	1				450	800						43187	43313	
1.90334E+11	CTJE.xlsm	174	BP-MATRIZ	06.108.0020	43333		43070	243 - 	243-T24-F12			300	Clasificación		1	=	1				2700	1600						43286	43412	
1.90334E+11	CTJE.xlsm	175	BP-MATRIZ	06.108.0013	43333		43186	243 - 	243-T24-F12			300	Clasificación		1	=	1				150	150						43249	43375	
1.90334E+11	CTJE.xlsm	176	BP-MATRIZ	06.108.0010	43333			243 - 	243-T24-F12			300	Clasificación		1	=	1				0	0						43249	43375	
1.90334E+11	CTJE.xlsm	177	BP-MATRIZ	06.108.0008	43333		43073	243 - 	243-T24-F12			300	Clasificación		1	=	1				500	500						43249	43375	
1.90334E+11	CTJE.xlsm	178	BP-MATRIZ	06.108.0007	43333		43110	243 - 	243-T24-F12			500	Clasificación		1	=	1				1500	1500						43249	43375	
1.90334E+11	CTJE.xlsm	179	BP-MATRIZ	06.108.0006	43333		43070	243 - 	243-T24-F12			300	Clasificación		1	=	1				720	600						43249	43375	
1.90334E+11	CTJE.xlsm	180	BP-MATRIZ	06.108.0005	43333		43140	243 - 	243-T24-F12			300	Clasificación		1	=	1				600	600						43249	43375	
1.90334E+11	CTJE.xlsm	181	BP-MATRIZ	06.108.0004	43333		43333	243 - 	243-T24-F12			200	Clasificación		1	=	1				500	950						43187	43313	
1.90334E+11	CTJE.xlsm	182	BP-MATRIZ	06.108.0003	43333		43333	243 - 	243-T24-F12			80	Clasificación		1	=	1				300	300						43249	43375	
1.90334E+11	CTJE.xlsm	183	BP-MATRIZ	06.108.0001	43333		43333	243 - 	243-T24-F12			500	Clasificación		1	=	1				1200	1200						43249	43375	
1.90334E+11	CTJE.xlsm	184	BP-MATRIZ	06.100.0003	43305		42935	3552 - RI	3552 - T21-F8			1	Clasificación		1	=	1				400	200						43159	43313	
1.90334E+11	CTJE.xlsm	185	BP-MATRIZ	06.100.0002	43333		43116	243 - 	243-T24-F12			500	Clasificación		1	=	1				2000	2000						43187	43313	
1.90334E+11	CTJE.xlsm	186	BP-MATRIZ	06.099.0004	43333		43333	243 - 	243-T24-F12			500	Clasificación		1	=	1				300	300						43249	43375	
1.90334E+11	CTJE.xlsm	187	BP-MATRIZ	06.099.0003	43333		43151	243 - 	243-T24-F12			500	Clasificación		1	=	1				480	450						43249	43375	
1.90334E+11	CTJE.xlsm	188	BP-MATRIZ	06.099.0001	43333		43166	243 - 	243-T24-F12			150	Clasificación		1	=	1				400	400						43249	43375	
1.90334E+11	CTJE.xlsm	189	BP-MATRIZ	06.097.0016	43333		43333	243 - 	243-T24-F12			200	Clasificación		1	=	1				265	265						43249	43375	
1.90334E+11	CTJE.xlsm	190	BP-MATRIZ	06.097.0013	43333		43077	243 - 	243-T24-F12			200	Clasificación		1	=	1				1200	1100						43249	43375	
1.90334E+11	CTJE.xlsm	191	BP-MATRIZ	06.097.0012	43333		43333	243 - 	243-T24-F12			100	Clasificación		1	=	1				200	200						43249	43375	
1.90334E+11	CTJE.xlsm	192	BP-MATRIZ	06.097.0009	43333		43070	243 - 	243-T24-F12			100	Clasificación		1	=	1				120	100						43249	43375	
1.90334E+11	CTJE.xlsm	193	BP-MATRIZ	06.097.0006	43333		43186	243 - 	243-T24-F12			150	Clasificación		1	=	1				650	650						43249	43375	
1.90334E+11	CTJE.xlsm	194	BP-MATRIZ	06.097.0003	43333		43070	243 - 	243-T24-F12			100	Clasificación		1	=	1				200	200						43249	43375	
1.90334E+11	CTJE.xlsm	195	BP-MATRIZ	06.097.0002	43333		43333	243 - 	243-T24-F12			300	Clasificación		1	=	1				550	500						43249	43375	
1.90334E+11	CTJE.xlsm	196	BP-MATRIZ	06.097.0001	43333		43070	243 - 	243-T24-F12			50	Clasificación		1	=	1				180	140						43249	43375	
1.90334E+11	CTJE.xlsm	197	BP-MATRIZ	06.094.0128	43333			243 - 	243-T24-F12			30	Clasificación		1	=	1				45	0						43249	43375	
1.90334E+11	CTJE.xlsm	198	BP-MATRIZ	06.094.0127	43333		43333	243 - 	243-T24-F12			30	Clasificación		1	=	1				45	45						43249	43375	
1.90334E+11	CTJE.xlsm	199	BP-MATRIZ	06.094.0126	43333		43333	243 - 	243-T24-F12			30	Clasificación		1	=	1				45	45						43249	43375	
1.90334E+11	CTJE.xlsm	200	BP-MATRIZ	06.094.0125	43333		43333	243 - 	243-T24-F12			30	Clasificación		1	=	1				45	45						43249	43375	
1.90334E+11	CTJE.xlsm	201	BP-MATRIZ	06.094.0124	43333		43333	243 - 	243-T24-F12			50	Clasificación	300	1	=	1				27	27						43249	43375	
1.90334E+11	CTJE.xlsm	202	BP-MATRIZ	06.094.0123	43333		43333	243 - 	243-T24-F12			100	Clasificación	300	1	=	1				45	45						43249	43375	
1.90334E+11	CTJE.xlsm	203	BP-MATRIZ	06.094.0122	43333		43333	243 - 	243-T24-F12			100	Clasificación	300	1	=	1				90	90						43249	43375	
1.90334E+11	CTJE.xlsm	204	BP-MATRIZ	06.094.0121	43333		43333	243 - 	243-T24-F12			1	Clasificación		1	=	1				45	45						43249	43375	
1.90334E+11	CTJE.xlsm	205	BP-MATRIZ	06.094.0120	43333		43080	243 - 	243-T24-F12			1	Clasificación		1	=	1				135	135						43249	43375	
1.90334E+11	CTJE.xlsm	206	BP-MATRIZ	06.094.0119	43333		43080	243 - 	243-T24-F12			1	Clasificación		1	=	1				120	120						43249	43375	
1.90334E+11	CTJE.xlsm	207	BP-MATRIZ	06.094.0118	43333		43080	243 - 	243-T24-F12			20	Clasificación	150	1	=	1				80	80						43249	43375	
1.90334E+11	CTJE.xlsm	208	BP-MATRIZ	06.094.0117	43333		43333	243 - 	243-T24-F12			1	Clasificación	150	1	=	1				50	50						43249	43375	
1.90334E+11	CTJE.xlsm	209	BP-MATRIZ	06.094.0116	43333		43080	243 - 	243-T24-F12			1	Clasificación	150	1	=	1				100	100						43249	43375	
1.90334E+11	CTJE.xlsm	210	BP-MATRIZ	06.094.0115	43333		43333	243 - 	243-T24-F12			1	Clasificación	150	1	=	1				150	120						43249	43375	
1.90334E+11	CTJE.xlsm	211	BP-MATRIZ	06.094.0114	43333		43080	243 - 	243-T24-F12			20	Clasificación	150	1	=	1				80	80						43249	43375	
1.90334E+11	CTJE.xlsm	212	BP-MATRIZ	06.094.0113	43333		43080	243 - 	243-T24-F12			20	Clasificación	150	1	=	1				100	100						43249	43375	
1.90334E+11	CTJE.xlsm	213	BP-MATRIZ	06.094.0112	43333		43080	243 - 	243-T24-F12			20	Clasificación	150	1	=	1				120	120						43249	43375	
1.90334E+11	CTJE.xlsm	214	BP-MATRIZ	06.094.0111	43333		43080	243 - 	243-T24-F12			1	Clasificación	50	1	=	1				130	130						43249	43375	
1.90334E+11	CTJE.xlsm	215	BP-MATRIZ	06.094.0110	43333		43333	243 - 	243-T24-F12			30	Clasificación	100	1	=	1				80	80						43249	43375	
1.90334E+11	CTJE.xlsm	216	BP-MATRIZ	06.094.0109	43333		43333	243 - 	243-T24-F12			30	Clasificación	100	1	=	1				100	100						43249	43375	
1.90334E+11	CTJE.xlsm	217	BP-MATRIZ	06.094.0107	43333		43080	243 - 	243-T24-F12			1	Clasificación	300	1	=	1				180	180						43249	43375	
1.90334E+11	CTJE.xlsm	218	BP-MATRIZ	06.094.0106	43333		43080	243 - 	243-T24-F12			1	Clasificación	300	1	=	1				135	135						43249	43375	
1.90334E+11	CTJE.xlsm	219	BP-MATRIZ	06.094.0104	43333		43333	243 - 	243-T24-F12			20	Clasificación	150	1	=	1				100	100						43249	43375	
1.90334E+11	CTJE.xlsm	220	BP-MATRIZ	06.094.0103	43333		43081	243 - 	243-T24-F12			20	Clasificación	150	1	=	1				120	120						43249	43375	
1.90334E+11	CTJE.xlsm	221	BP-MATRIZ	06.094.0101	43333		43333	243 - 	243-T24-F12			1	Clasificación	20	1	=	1				100	100						43249	43375	
1.90334E+11	CTJE.xlsm	222	BP-MATRIZ	06.094.0100	43333		43080	243 - 	243-T24-F12			1	Clasificación	20	1	=	1				120	100						43249	43375	
1.90334E+11	CTJE.xlsm	223	BP-MATRIZ	06.094.0099	43333		43081	243 - 	243-T24-F12			50	Clasificación	20	1	=	1				180	200						43249	43375	
1.90334E+11	CTJE.xlsm	224	BP-MATRIZ	06.094.0098	43333		43080	243 - 	243-T24-F12			1	Clasificación	50	1	=	1				100	100						43249	43375	
1.90334E+11	CTJE.xlsm	225	BP-MATRIZ	06.094.0097	43333		43080	243 - 	243-T24-F12			1	Clasificación	50	1	=	1				200	200						43249	43375	
1.90334E+11	CTJE.xlsm	226	BP-MATRIZ	06.094.0095	43333		43333	243 - 	243-T24-F12			30	Clasificación	100	1	=	1				120	120						43249	43375	
1.90334E+11	CTJE.xlsm	227	BP-MATRIZ	06.094.0093	43333		43080	243 - 	243-T24-F12			500	Clasificación		1	=	1				120	120						43249	43375	
1.90334E+11	CTJE.xlsm	228	BP-MATRIZ	06.094.0086	43333		43333	243 - 	243-T24-F12			500	Clasificación		1	=	1				180	180						43249	43375	
1.90334E+11	CTJE.xlsm	229	BP-MATRIZ	06.094.0085	43333		43333	243 - 	243-T24-F12			100	Clasificación	300	1	=	1				450	450						43249	43375	
1.90334E+11	CTJE.xlsm	230	BP-MATRIZ	06.094.0084	43333		43333	243 - 	243-T24-F12			500	Clasificación		1	=	1				100	100						43249	43375	
1.90334E+11	CTJE.xlsm	231	BP-MATRIZ	06.094.0075	43333		43151	243 - 	243-T24-F12			50	Clasificación	300	1	=	1				240	240						43249	43375	
1.90334E+11	CTJE.xlsm	232	BP-MATRIZ	06.094.0051	43333			1554 - 	1554 - 			1	Clasificación		1	=	1				0	0						43249	43410	
1.90334E+11	CTJE.xlsm	233	BP-MATRIZ	06.094.0020	43333			1554 - 	1554 - 			1	Clasificación		1	=	1				0	0						43249	43410	
1.90334E+11	CTJE.xlsm	234	BP-MATRIZ	06.094.0016	43333		43333	243 - 	243-T24-F12			1	Clasificación		1	=	1				80	80						43249	43375	
1.90334E+11	CTJE.xlsm	235	BP-MATRIZ	06.094.0013	43333		43333	243 - 	243-T24-F12			100	Clasificación	300	1	=	1				450	450						43249	43375	
1.90334E+11	CTJE.xlsm	236	BP-MATRIZ	06.094.0012	43333		43333	243 - 	243-T24-F12			100	Clasificación	300	1	=	1				450	450						43249	43375	
1.90334E+11	CTJE.xlsm	237	BP-MATRIZ	06.094.0011	43333		43333	243 - 	243-T24-F12			200	Clasificación		1	=	1				120	120						43249	43375	
1.90334E+11	CTJE.xlsm	238	BP-MATRIZ	06.094.0010	43333		43333	243 - 	243-T24-F12			1	Clasificación		1	=	1				45	45						43249	43375	
1.90334E+11	CTJE.xlsm	239	BP-MATRIZ	06.094.0009	43333		43080	243 - 	243-T24-F12			1	Clasificación		1	=	1				100	100						43249	43375	
1.90334E+11	CTJE.xlsm	240	BP-MATRIZ	06.094.0008	43333		43080	243 - 	243-T24-F12			1	Clasificación		1	=	1				100	100						43249	43375	
1.90334E+11	CTJE.xlsm	241	BP-MATRIZ	06.094.0004	43333		43080	243 - 	243-T24-F12			1	Clasificación	300	1	=	1				80	80						43249	43375	
1.90334E+11	CTJE.xlsm	242	BP-MATRIZ	06.094.0003	43333		43333	243 - 	243-T24-F12			1	Clasificación	300	1	=	1				135	135						43249	43375	
1.90334E+11	CTJE.xlsm	243	BP-MATRIZ	06.094.0002	43333		43333	243 - 	243-T24-F12			100	Clasificación	300	1	=	1				315	150						43249	43375	
1.90334E+11	CTJE.xlsm	244	BP-MATRIZ	06.094.0001	43333		43080	243 - 	243-T24-F12			60	Clasificación		1	=	1				120	120						43249	43375	
1.90334E+11	CTJE.xlsm	245	BP-MATRIZ	06.093.0001				243 - 	243-T24-F12			1	clasificación		1	=	1				270	0						43280	43406	
1.90334E+11	CTJE.xlsm	246	BP-MATRIZ	06.092.0003				3552 - RI	3552 - T21-F8			1	clasificación		1	=	1				35	0						43280	43434	
1.90334E+11	CTJE.xlsm	247	BP-MATRIZ	06.092.0002	43333		43333	243 - 	243-T24-F12			30	Clasificación		1	=	1				45	45						43249	43375	
1.90334E+11	CTJE.xlsm	248	BP-MATRIZ	06.092.0001	43333		43116	243 - 	243-T24-F12			500	Clasificación		1	=	1				3600	2625						43187	43313	
1.90334E+11	CTJE.xlsm	249	BP-MATRIZ	06.088.0052				3557 - VA	3557 - T20-F8			1	clasificación		1	=	1				80	35						43286	43433	
1.90334E+11	CTJE.xlsm	250	BP-MATRIZ	06.088.0051	43305		43138	3552 - RI	3552 - T21-F8			1	Clasificación		1	=	1				330	0						43159	43313	
1.90334E+11	CTJE.xlsm	251	BP-MATRIZ	06.088.0050	43305			3552 - RI	3552 - T21-F8			100	Clasificación		1	=	1				250	250						43249	43403	
1.90334E+11	CTJE.xlsm	252	BP-MATRIZ	06.088.0049	43305		43080	3552 - RI	3552 - T21-F8			20	Clasificación		1	=	1				180	140						43249	43403	
1.90334E+11	CTJE.xlsm	253	BP-MATRIZ	06.088.0048	43333		43080	243 - 	243-T24-F12			20	Clasificación		1	=	1				2200	2200						43249	43375	
1.90334E+11	CTJE.xlsm	254	BP-MATRIZ	06.088.0047				243 - 	243-T24-F12			1	clasificación		1	=	1				270	0						43280	43406	
1.90334E+11	CTJE.xlsm	255	BP-MATRIZ	06.088.0044	43333		42074	1554 - 	1554 - 			20	Clasificación		1	=	1				0	0						43249	43410	
1.90334E+11	CTJE.xlsm	256	BP-MATRIZ	06.088.0043	43333			1554 - 	1554 - 			50	Clasificación		1	=	1				0	0						43249	43410	
1.90334E+11	CTJE.xlsm	257	BP-MATRIZ	06.088.0038	43333	42846	43181	243 - 	243-T24-F12			100	Clasificación		1	=	1				315	315						43249	43375	
1.90334E+11	CTJE.xlsm	258	BP-MATRIZ	06.088.0028	43333		43080	243 - 	243-T24-F12			70	Clasificación		1	=	1				1100	700						43304	43430	
1.90334E+11	CTJE.xlsm	259	BP-MATRIZ	06.088.0027				243 - 	243-T24-F12			1	clasificación		1	=	1				0	0						43280	43406	
1.90334E+11	CTJE.xlsm	260	BP-MATRIZ	06.088.0024	43333		43166	243 - 	243-T24-F12			200	Clasificación		1	=	1				570	570						43249	43375	
1.90334E+11	CTJE.xlsm	261	BP-MATRIZ	06.088.0023	43333		43098	243 - 	243-T24-F12			300	Clasificación		1	=	1				1200	1200						43249	43375	
1.90334E+11	CTJE.xlsm	262	BP-MATRIZ	06.088.0022	43333		43080	243 - 	243-T24-F12			100	Clasificación		1	=	1				450	450						43249	43375	
1.90334E+11	CTJE.xlsm	263	BP-MATRIZ	06.088.0021	43333		43166	243 - 	243-T24-F12			500	Clasificación		1	=	1				3700	3700						43249	43375	
1.90334E+11	CTJE.xlsm	264	BP-MATRIZ	06.088.0019	43333		43081	243 - 	243-T24-F12			500	Clasificación		1	=	1				1300	1300						43249	43375	
